index,title,url,video_id,uploader,uploader_id,uploader_url,upload_date,duration,view_count,like_count,comment_count,tags,categories,description,thumbnail,age_limit,is_live,was_live,availability,webpage_url,original_url
1,Ernest W. Durbin III - Welcome and Housekeeping - PyCon 2019,https://www.youtube.com/watch?v=iyV1NUaSt0k,iyV1NUaSt0k,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190507,1199,7598,40,5.0,,People & Blogs,"""Speaker: Ernest W. Durbin III

Welcome to PyCon",https://i.ytimg.com/vi/iyV1NUaSt0k/maxresdefault.jpg,0,False,False,public,https://www.youtube.com/watch?v=iyV1NUaSt0k,https://www.youtube.com/watch?v=iyV1NUaSt0k
2,Felipe de Morais - AfroPython: empoderando a la población negra usando Python en Brasil - PyCon 2019,https://www.youtube.com/watch?v=vFsUHJRPtJ4,vFsUHJRPtJ4,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190507,1502,974,19,2.0,,People & Blogs,,https://i.ytimg.com/vi_webp/vFsUHJRPtJ4/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=vFsUHJRPtJ4,https://www.youtube.com/watch?v=vFsUHJRPtJ4
3,Briceida Mariscal - Por qué comencé mi carrera con Python y por qué tu también deberías hacerlo,https://www.youtube.com/watch?v=ofuEhdzCqug,ofuEhdzCqug,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190507,1465,1509,18,,,People & Blogs,Speaker: Briceida Mariscal,https://i.ytimg.com/vi_webp/ofuEhdzCqug/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=ofuEhdzCqug,https://www.youtube.com/watch?v=ofuEhdzCqug
4,Python Software Foundation Community Report and Community Service Awards - PyCon 2019,https://www.youtube.com/watch?v=P4IfFLAX9hY,P4IfFLAX9hY,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190507,1099,2372,18,,,People & Blogs,,https://i.ytimg.com/vi_webp/P4IfFLAX9hY/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=P4IfFLAX9hY,https://www.youtube.com/watch?v=P4IfFLAX9hY
5,Sunday Lightning Talks - PyCon 2019,https://www.youtube.com/watch?v=bnxxoTx9Sko,bnxxoTx9Sko,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190506,2345,4280,33,1.0,,People & Blogs,,https://i.ytimg.com/vi_webp/bnxxoTx9Sko/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=bnxxoTx9Sko,https://www.youtube.com/watch?v=bnxxoTx9Sko
6,Python Steering Council - Keynote - PyCon 2019,https://www.youtube.com/watch?v=8dDp-UHBJ_A,8dDp-UHBJ_A,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190506,2696,3895,44,2.0,,People & Blogs,"""Speaker: Python Steering Council

Keynote

Slides can be found at: https://speakerdeck.com/pycon2019 and https://github.com/PyCon/2019-slides""",https://i.ytimg.com/vi_webp/8dDp-UHBJ_A/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=8dDp-UHBJ_A,https://www.youtube.com/watch?v=8dDp-UHBJ_A
7,Russell Keith-Magee - Keynote - PyCon 2019,https://www.youtube.com/watch?v=ftP5BQh1-YM,ftP5BQh1-YM,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190506,4012,18611,345,18.0,"Russell Keith-Magee,pycon,python,coding,tutorial,keynote",People & Blogs,"""Speaker: Russell Keith-Magee

Keynote

Slides can be found at: https://speakerdeck.com/pycon2019 and https://github.com/PyCon/2019-slides""",https://i.ytimg.com/vi_webp/ftP5BQh1-YM/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=ftP5BQh1-YM,https://www.youtube.com/watch?v=ftP5BQh1-YM
8,"Moses Schwartz, Andy Culler - A Snake in the Bits: Security Automation with Python - PyCon 2019",https://www.youtube.com/watch?v=Nzcw9xolvow,Nzcw9xolvow,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190506,1807,3245,41,2.0,"Moses Schwartz,Andy Culler,pycon,python,coding,tutorial",People & Blogs,"""Speakers: Moses Schwartz, Andy Culler

Security incident response is an intense, high stress, high skill job that relies heavily on human judgement. Despite that, for reasons that we can't begin to understand, a big part of an incident responder's job seems to be opening numerous browser tabs and copy-pasting bits of text from one system to another. The hard parts of incident response can't be automated, but there are entire classes of busy-work that we can eliminate with a few web hooks and some artisanal Python.

In this talk we're going to discuss how to use Python to automate security incident response team (SIRT) operations. We'll give an overview of what a typical SecOps/SIRT infrastructure looks like, how and where automation fits in, and dive into some code. We'll walk through a simple example, with screenshots and code, of automating a SecOps process. We want to show that  getting started with security automation doesn't have to be difficult or expensive (though vendors will happily take your money). Just a little bit of Python can make some great quality of life improvements for incident responders.

Slides can be found at: https://speakerdeck.com/pycon2019 and https://github.com/PyCon/2019-slides""",https://i.ytimg.com/vi_webp/Nzcw9xolvow/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=Nzcw9xolvow,https://www.youtube.com/watch?v=Nzcw9xolvow
9,¡Escuincla babosa!: Creating a telenovela script in three Python deep learning frameworks,https://www.youtube.com/watch?v=VWDoQPm5Ozw,VWDoQPm5Ozw,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190506,2074,1260,16,1.0,"Lorena Mesa,pycon,python,coding,tutorial",People & Blogs,"""Speaker: Lorena Mesa

Telenovelas are beloved for their over the top drama and intricate plot twists. In this talk, we’ll review popular telenovelas to synthesize a typical telenovela arc and use it to train a deep learning model.

What would a telenovela script look like as imagined by a neural network? To answer this question, we’ll examine three Python deep learning frameworks - Keras, PyTorch, and TensorFlow - to determine the process of translating a telenovela into a neural network and ultimately determine which one will be best for the task at hand. Be prepared for amor, pasiòn, and y el misterioso!

Slides can be found at: https://speakerdeck.com/pycon2019 and https://github.com/PyCon/2019-slides""",https://i.ytimg.com/vi_webp/VWDoQPm5Ozw/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=VWDoQPm5Ozw,https://www.youtube.com/watch?v=VWDoQPm5Ozw
10,David Wolever - Floats are Friends: making the most of IEEE754.00000000000000002 - PyCon 2019,https://www.youtube.com/watch?v=zguLmgYWhM0,zguLmgYWhM0,PyCon 2019,@pycon2019,https://www.youtube.com/@pycon2019,20190506,1775,5695,143,4.0,David Wolever,People & Blogs,"""Speaker: David Wolever

Floating point numbers have been given a bad rap. They're mocked, maligned, and feared; the but of every joke, the scapegoat for every rounding error.

But this stigma is not deserved. Floats are friends! Friends that have been stuck between a rock and a computationally hard place, and been forced to make some compromises along the way… but friends never the less!

In this talk we'll look at the compromises that were made while designing the floating point standard (IEEE754), how to work within those compromises to make sure that `0.1 + 0.2 = 0.3` and not `0.30000000000000004`, how and when floats can and cannot be safely used, and some interesting history around fixed point number representation.

This talk is ideal for anyone who understands (at least in principle) binary numbers, anyone who has been frustrated by `nan` or the fact that `0.3 == 0.1 + 0.2 = False`, and anyone who wants to be the life of their next party.

This talk will _not_ cover more complicated numerical methods for, ex, ensuring that algorithms are floating-point safe. Also, if you're already familiar with the significance of """"52"""" and the term """"mantissa"""", this talk might be more entertaining than it will be educational for you.

Slides can be found at: https://speakerdeck.com/pycon2019 and https://github.com/PyCon/2019-slides""",https://i.ytimg.com/vi_webp/zguLmgYWhM0/maxresdefault.webp,0,False,False,public,https://www.youtube.com/watch?v=zguLmgYWhM0,https://www.youtube.com/watch?v=zguLmgYWhM0
